2024-09-09 08:41:23,175 DEBUG   SenderThread:28378 [sender.py:send_request():418] send_request: status_report
2024-09-09 08:41:25,508 DEBUG   HandlerThread:28378 [handler.py:handle_request():158] handle_request: status_report
2024-09-09 08:41:25,591 DEBUG   HandlerThread:28378 [handler.py:handle_request():158] handle_request: status_report
2024-09-09 08:41:26,192 DEBUG   HandlerThread:28378 [handler.py:handle_request():158] handle_request: status_report
2024-09-09 08:41:26,197 DEBUG   SenderThread:28378 [sender.py:send_request():418] send_request: status_report
2024-09-09 08:41:26,290 DEBUG   HandlerThread:28378 [handler.py:handle_request():158] handle_request: status_report
2024-09-09 08:41:26,487 DEBUG   HandlerThread:28378 [handler.py:handle_request():158] handle_request: status_report
2024-09-09 08:41:27,917 INFO    StreamThr :28378 [internal.py:wandb_internal():85] W&B internal server running at pid: 28378, started at: 2024-09-09 08:41:27.913583
2024-09-09 08:41:27,931 DEBUG   HandlerThread:28378 [handler.py:handle_request():158] handle_request: status
2024-09-09 08:41:27,936 INFO    WriterThread:28378 [datastore.py:open_for_write():87] open: /Users/gabrielslotnisky/Documents/GitHub/Proyecto2024/models/wandb/run-20240909_084127-64ot9v8a/run-64ot9v8a.wandb
2024-09-09 08:41:27,937 DEBUG   SenderThread:28378 [sender.py:send():391] send: header
2024-09-09 08:41:27,958 DEBUG   SenderThread:28378 [sender.py:send():391] send: run
2024-09-09 08:41:28,212 DEBUG   HandlerThread:28378 [handler.py:handle_request():158] handle_request: status_report
2024-09-09 08:41:28,213 DEBUG   SenderThread:28378 [sender.py:send_request():418] send_request: status_report
2024-09-09 08:41:29,227 ERROR   SenderThread:28378 [internal_api.py:execute():349] 403 response executing GraphQL.
2024-09-09 08:41:29,228 ERROR   SenderThread:28378 [internal_api.py:execute():350] {"errors":[{"message":"permission denied","path":["upsertBucket"],"extensions":{"code":"PERMISSION_ERROR"}}],"data":{"upsertBucket":null}}
2024-09-09 08:41:29,229 ERROR   SenderThread:28378 [sender.py:send_run():1021] It appears that you do not have permission to access the requested resource. Please reach out to the project owner to grant you access. If you have the correct permissions, verify that there are no issues with your networking setup.(Error 403: Forbidden)
Traceback (most recent call last):
  File "/Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/wandb/sdk/lib/retry.py", line 131, in __call__
    result = self._call_fn(*args, **kwargs)
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/wandb/sdk/internal/internal_api.py", line 345, in execute
    return self.client.execute(*args, **kwargs)  # type: ignore
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/wandb/vendor/gql-0.2.0/wandb_gql/client.py", line 52, in execute
    result = self._get_result(document, *args, **kwargs)
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/wandb/vendor/gql-0.2.0/wandb_gql/client.py", line 60, in _get_result
    return self.transport.execute(document, *args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
